Time, Status, Device_ID, Input_PPM, Output_PPM, Efficiency, Flow_Rate, Temp, Pressure, Energy_Cons, Runtime
2/25/2026, 10:13:31 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:31 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:31 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:31 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:31 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:32 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:32 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:32 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:32 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:32 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:32 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:32 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:32 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:32 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:32 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:33 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:33 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:33 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:33 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:33 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:33 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:33 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:33 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:33 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:33 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:34 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:34 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:34 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:34 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:34 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:34 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:34 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:34 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:34 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:34 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:35 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:35 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:35 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:35 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:35 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:35 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:35 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:35 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:35 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:35 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:36 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:36 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:36 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:36 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:36 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:36 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:36 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:36 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:36 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:36 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:37 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:37 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:37 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:37 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:37 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:37 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:37 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:37 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:37 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:37 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:38 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:38 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:38 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:38 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:38 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:38 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:38 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:38 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:38 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:38 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:39 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:39 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:39 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:39 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:39 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:39 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:39 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:39 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:39 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:40 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:40 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:40 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:40 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:40 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:40 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:40 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:40 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:40 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:40 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:41 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:41 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:41 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:41 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:41 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:41 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:41 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:41 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:41 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:41 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:42 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:42 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:42 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:42 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:42 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:42 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:42 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:42 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:42 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:42 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:43 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:43 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:43 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:43 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:43 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:43 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:43 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:43 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:43 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:43 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:44 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:44 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:44 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:44 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:44 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:44 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:44 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:44 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:44 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:44 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:45 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:13:45 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:13:45 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:13:45 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:43:55 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:43:55 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:43:55 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:43:55 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:43:55 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:43:55 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:43:55 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:43:56 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:43:56 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:43:56 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:43:56 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:43:56 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:43:56 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:43:56 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:43:56 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:43:56 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:43:56 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:43:57 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:43:57 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:43:57 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:43:57 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:43:57 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:43:57 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:43:57 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:43:57 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:43:57 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:43:57 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:43:58 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:43:58 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:43:58 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:43:58 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:43:58 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:43:58 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:43:58 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:43:58 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:43:58 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:43:58 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:43:59 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:43:59 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:43:59 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:43:59 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:43:59 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:43:59 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:43:59 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:43:59 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:43:59 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:43:59 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:44:00 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:44:00 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/25/2026, 10:44:00 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/25/2026, 10:44:00 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/25/2026, 10:44:00 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
