Time,Status,Device_ID,Input_PPM,Output_PPM,Efficiency,Flow_Rate,Temp,Pressure,Energy_Cons,Runtime
2/20/2026, 11:50:01 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:01 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:01 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:01 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:01 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:01 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:01 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:02 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:02 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:02 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:02 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:02 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:02 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:02 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:02 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:02 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:02 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:03 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:03 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:03 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:03 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:03 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:03 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:03 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:03 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:03 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:03 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:04 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:04 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:04 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:04 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:04 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:04 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:04 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:04 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:04 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:04 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:05 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:05 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:05 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:05 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:05 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:05 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:05 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:05 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:05 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:05 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:06 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:06 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:06 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:06 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:06 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:06 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:06 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:06 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:06 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:07 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:07 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:07 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:07 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:07 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:07 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:07 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:07 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:07 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:07 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:08 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:08 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:08 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:08 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:08 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:08 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:08 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:08 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:08 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:08 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:09 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:09 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:09 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:09 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:09 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:09 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:09 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:09 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:09 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:09 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:10 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:10 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:10 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:10 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:10 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:10 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:10 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:10 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:10 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:10 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:11 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:11 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:11 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:11 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:11 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:11 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:11 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:11 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:11 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:11 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:12 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:12 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:12 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:12 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:12 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:12 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:12 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:12 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:12 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:12 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:13 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:13 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:13 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:13 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:13 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:13 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:13 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:13 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:13 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:13 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:14 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:14 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:14 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:14 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:14 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:14 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:14 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:14 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:14 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:14 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:15 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:15 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:15 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:15 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:15 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:15 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:15 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:15 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:15 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:15 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:16 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:16 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:16 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:16 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:16 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:16 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:16 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:16 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:16 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:17 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:17 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:17 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:17 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:17 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:17 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:17 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:17 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:17 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:17 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:18 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:18 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:18 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:18 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:18 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:18 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:18 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:18 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:18 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:18 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:19 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:19 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:19 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:19 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:19 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:19 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:19 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:19 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:19 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:19 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:20 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:20 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:20 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:20 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:20 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:20 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:20 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:20 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:20 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:20 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:21 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:21 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:21 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:21 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:21 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:21 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
2/20/2026, 11:50:21 AM,operating,ABS-01,142000,13800,90.3,2480.2,43.1,1.04,0.31,3601
2/20/2026, 11:50:21 AM,warning,ABS-01,155000,31000,80,2600,48.2,1.12,0.45,3602
2/20/2026, 11:50:21 AM,operating,ABS-01,145000,14500,90,2500.5,42.5,1.05,0.32,3600
