Time,Status,Device_ID,Input_PPM,Output_PPM,Efficiency,Temp,Pressure
2/9/2026, 10:48:59 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:48:59 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:48:59 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:00 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:00 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:00 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:00 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:00 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:00 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:00 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:00 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:00 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:00 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:01 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:01 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:01 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:01 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:01 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:01 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:01 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:01 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:01 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:01 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:02 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:02 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:02 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:02 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:02 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:02 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:02 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:02 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:02 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:02 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:03 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:03 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:03 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:03 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:03 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:03 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:03 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:03 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:03 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:03 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:04 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:04 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:04 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:04 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:04 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:04 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:04 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:04 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:04 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:04 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:05 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:05 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:05 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:05 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:05 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:05 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:05 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:05 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:05 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:06 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:06 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:06 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:06 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:06 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:06 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:06 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:06 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:06 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:06 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:07 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:07 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:07 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:07 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:07 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:07 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:07 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:07 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:07 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:07 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:08 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:08 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:08 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:08 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:08 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:08 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:08 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:08 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:08 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:08 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:09 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:09 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:09 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:09 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:09 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:09 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:09 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:09 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:09 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:09 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:10 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:10 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:10 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:10 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:10 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:10 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:10 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:10 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:10 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:10 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:11 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:11 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:11 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:11 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:11 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:11 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:11 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:11 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:11 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:11 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:12 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:12 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:12 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:12 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:12 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:12 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:12 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:22 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:22 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:22 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:22 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:23 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:23 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:23 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:23 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:23 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:23 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:23 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:23 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:23 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:23 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:24 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:24 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:24 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:24 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:24 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:24 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:24 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:24 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:24 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:25 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:25 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:25 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:25 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:25 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:25 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:25 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:25 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:25 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:25 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:26 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:26 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:26 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:26 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:26 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:26 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:26 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:26 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:26 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:26 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:27 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:27 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:27 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:27 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:27 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:27 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:27 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:27 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:27 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:27 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:28 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:28 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:28 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:28 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:28 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:28 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:28 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:28 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:28 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:28 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:29 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:29 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:29 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:29 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:29 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:29 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:29 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:29 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:29 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:29 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:30 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:30 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:30 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:30 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:30 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:30 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:30 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:30 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:30 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:30 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:31 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:31 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:31 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:31 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:31 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:31 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:31 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:31 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:31 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:31 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:32 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:32 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:32 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:32 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:32 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:32 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:32 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:32 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:32 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:32 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:33 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:33 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:33 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:33 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:33 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:33 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:33 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:33 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:33 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:33 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:34 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:34 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:34 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:34 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:34 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:34 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:34 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:34 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:34 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:35 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:35 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:35 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:35 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:35 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:35 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:35 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:35 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 10:49:35 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 10:49:35 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 10:49:36 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 11:25:07 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 11:25:07 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 11:25:07 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 11:25:07 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 11:25:07 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 11:25:07 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 11:25:07 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 11:25:08 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 11:25:08 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 11:25:08 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 11:25:08 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 11:25:08 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 11:25:08 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 11:25:08 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 11:25:08 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 11:25:08 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 11:25:08 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 11:25:09 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 11:25:09 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 11:25:09 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 11:25:09 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 11:25:09 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 11:25:09 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 11:25:09 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 11:25:09 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 11:25:09 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 11:25:09 AM,warning,ABS-01,155000,31000,80,48.2,1.12
2/9/2026, 11:25:10 AM,operating,ABS-01,145000,14500,90,42.5,1.05
2/9/2026, 11:25:10 AM,operating,ABS-01,142000,13800,90.3,43.1,1.04
2/9/2026, 11:25:10 AM,warning,ABS-01,155000,31000,80,48.2,1.12
